Participant,Pair,Variation 1 Name,Image Rank 1 Result,Variation 2 Name,Image Rank 2 Result
Participant 142,24,Blue|Illustration|Serif,1,Green|Illustration|Serif,0
Participant 142,25,Red|Illustration|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 142,26,Red|None|Serif,0,Blue|Image|Serif,1
Participant 142,27,Green|None|Sans-Serif,0,Green|None|Handwritten,1
Participant 142,28,Green|Illustration|Serif,0,Green|Illustration|Sans-Serif,1
Participant 142,29,Blue|Image|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 142,30,Blue|None|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 142,31,Red|Illustration|Serif,1,Red|None|Handwritten,0
Participant 142,32,Red|None|Serif,0,Green|Image|Handwritten,1
Participant 142,33,Green|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 142,34,Red|Image|Handwritten,0,Green|None|Handwritten,1
Participant 141,0,Blue|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 141,1,Red|Image|Sans-Serif,0,Blue|Image|Handwritten,1
Participant 141,2,Green|None|Handwritten,1,Blue|Image|Handwritten,0
Participant 141,3,Green|Illustration|Serif,1,Blue|None|Serif,0
Participant 141,4,Blue|None|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 141,5,Green|Illustration|Sans-Serif,1,Red|Image|Serif,0
Participant 141,6,Blue|Illustration|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 141,7,Green|None|Handwritten,1,Red|Image|Sans-Serif,0
Participant 141,8,Blue|Image|Sans-Serif,0,Green|None|Serif,1
Participant 141,9,Blue|None|Handwritten,1,Red|Image|Handwritten,0
Participant 141,10,Red|Image|Sans-Serif,0,Blue|Image|Sans-Serif,1
Participant 141,11,Green|Image|Handwritten,1,Green|None|Sans-Serif,0
Participant 141,12,Blue|None|Serif,0,Green|Image|Sans-Serif,1
Participant 141,13,Red|Illustration|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 141,14,Red|None|Serif,0,Green|None|Handwritten,1
Participant 141,15,Red|Image|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 141,16,Green|None|Handwritten,1,Red|Image|Handwritten,0
Participant 141,17,Blue|Illustration|Serif,1,Red|Image|Handwritten,0
Participant 141,18,Blue|Illustration|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 141,19,Blue|Image|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 141,20,Red|None|Serif,0,Blue|Illustration|Serif,1
Participant 141,21,Red|Illustration|Handwritten,0,Green|Image|Sans-Serif,1
Participant 141,22,Blue|None|Handwritten,0,Green|None|Sans-Serif,1
Participant 141,23,Blue|Illustration|Serif,1,Red|Illustration|Serif,0
Participant 141,24,Blue|Illustration|Handwritten,1,Blue|None|Sans-Serif,0
Participant 141,25,Green|None|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 141,26,Red|Illustration|Serif,0,Red|Illustration|Handwritten,1
Participant 141,27,Red|Image|Handwritten,1,Red|Illustration|Serif,0
Participant 141,28,Green|Image|Handwritten,1,Red|Illustration|Serif,0
Participant 141,29,Blue|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 141,30,Green|None|Handwritten,0,Green|Image|Handwritten,1
Participant 141,31,Green|None|Serif,0,Green|Image|Handwritten,1
Participant 141,32,Blue|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 141,33,Green|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 141,34,Green|Illustration|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 140,0,Red|Illustration|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 140,1,Red|None|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 140,2,Green|Illustration|Sans-Serif,1,Blue|Image|Handwritten,0
Participant 140,3,Green|Illustration|Serif,1,Red|Image|Serif,0
Participant 140,4,Green|Image|Sans-Serif,1,Red|Illustration|Serif,0
Participant 140,5,Green|None|Sans-Serif,1,Red|None|Handwritten,0
Participant 140,6,Green|None|Serif,1,Red|Image|Serif,0
Participant 140,7,Blue|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 140,8,Red|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 140,9,Blue|Illustration|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 140,10,Blue|Image|Sans-Serif,1,Green|None|Sans-Serif,0
Participant 140,11,Green|None|Handwritten,1,Blue|None|Serif,0
Participant 140,12,Blue|None|Serif,0,Blue|Illustration|Serif,1
Participant 140,13,Blue|Image|Sans-Serif,0,Green|Image|Serif,1
Participant 140,14,Red|Image|Serif,0,Blue|Illustration|Serif,1
Participant 140,15,Green|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 140,16,Blue|Illustration|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 140,17,Green|Illustration|Serif,1,Blue|Image|Sans-Serif,0
Participant 140,18,Red|None|Serif,0,Green|Image|Serif,1
Participant 140,19,Green|None|Sans-Serif,0,Green|Illustration|Serif,1
Participant 140,20,Green|None|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 140,21,Green|Illustration|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 140,22,Green|None|Serif,0,Green|Image|Sans-Serif,1
Participant 140,23,Red|None|Handwritten,0,Blue|None|Handwritten,1
Participant 140,24,Blue|None|Sans-Serif,1,Red|Image|Serif,0
Participant 140,25,Red|Illustration|Sans-Serif,0,Blue|Image|Sans-Serif,1
Participant 140,26,Green|None|Serif,1,Blue|None|Serif,0
Participant 140,27,Blue|None|Handwritten,1,Red|None|Serif,0
Participant 140,28,Green|Illustration|Serif,1,Red|None|Serif,0
Participant 140,29,Green|None|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 140,30,Green|Illustration|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 140,31,Blue|None|Sans-Serif,0,Green|None|Serif,1
Participant 140,32,Red|None|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 140,33,Red|Illustration|Serif,1,Red|None|Handwritten,0
Participant 140,34,Red|None|Handwritten,0,Green|Illustration|Serif,1
Participant 139,0,Red|Illustration|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 139,1,Red|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 139,2,Green|Illustration|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 139,3,Blue|Image|Handwritten,1,Red|Illustration|Handwritten,0
Participant 139,4,Blue|None|Handwritten,1,Green|Image|Sans-Serif,0
Participant 139,5,Red|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 139,6,Red|Image|Serif,0,Green|Image|Handwritten,1
Participant 139,7,Green|Illustration|Serif,1,Blue|None|Serif,0
Participant 139,8,Green|Illustration|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 139,9,Red|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 139,10,Red|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 139,11,Green|Illustration|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 139,12,Red|Illustration|Serif,0,Green|Illustration|Handwritten,1
Participant 139,13,Blue|Illustration|Sans-Serif,1,Red|None|Handwritten,0
Participant 139,14,Red|Image|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 139,15,Green|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 139,16,Green|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 139,17,Green|Image|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 139,18,Red|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 139,19,Blue|None|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 139,20,Green|Illustration|Sans-Serif,1,Green|Image|Sans-Serif,0
Participant 139,21,Red|Image|Handwritten,0,Red|Image|Sans-Serif,1
Participant 139,22,Blue|None|Serif,1,Red|Illustration|Sans-Serif,0
Participant 139,23,Green|Illustration|Serif,0,Blue|Image|Sans-Serif,1
Participant 139,24,Red|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 139,25,Red|Illustration|Handwritten,1,Red|None|Serif,0
Participant 139,26,Red|None|Sans-Serif,0,Green|Illustration|Serif,1
Participant 139,27,Blue|Image|Sans-Serif,1,Green|Illustration|Sans-Serif,0
Participant 139,28,Green|Image|Serif,1,Red|Illustration|Serif,0
Participant 139,29,Blue|Image|Sans-Serif,1,Green|Image|Serif,0
Participant 139,30,Green|Image|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 139,31,Green|Illustration|Sans-Serif,1,Red|Illustration|Serif,0
Participant 139,32,Green|None|Serif,0,Blue|Illustration|Serif,1
Participant 139,33,Green|Illustration|Serif,0,Blue|Image|Serif,1
Participant 139,34,Green|Image|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 138,0,Green|None|Serif,1,Blue|Image|Serif,0
Participant 138,1,Green|None|Serif,1,Blue|Image|Sans-Serif,0
Participant 138,2,Green|Image|Handwritten,0,Red|None|Serif,1
Participant 138,3,Red|Illustration|Handwritten,1,Green|Image|Serif,0
Participant 138,4,Blue|None|Sans-Serif,1,Green|Image|Sans-Serif,0
Participant 138,5,Green|None|Serif,1,Red|Illustration|Serif,0
Participant 138,6,Green|None|Sans-Serif,1,Blue|None|Handwritten,0
Participant 138,7,Red|Image|Sans-Serif,0,Blue|Image|Serif,1
Participant 138,8,Blue|None|Sans-Serif,0,Green|None|Serif,1
Participant 138,9,Red|None|Sans-Serif,0,Green|None|Handwritten,1
Participant 138,10,Blue|Illustration|Serif,1,Blue|Illustration|Sans-Serif,0
Participant 138,11,Red|Illustration|Handwritten,0,Red|None|Serif,1
Participant 138,12,Green|Image|Handwritten,1,Red|Illustration|Handwritten,0
Participant 138,13,Green|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 138,14,Blue|None|Handwritten,1,Green|Illustration|Serif,0
Participant 138,15,Red|Image|Serif,0,Green|Image|Serif,1
Participant 138,16,Blue|Illustration|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 138,17,Blue|Image|Sans-Serif,0,Blue|None|Serif,1
Participant 138,18,Red|Illustration|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 138,19,Green|None|Sans-Serif,1,Blue|Image|Serif,0
Participant 138,20,Green|Image|Serif,0,Blue|None|Sans-Serif,1
Participant 138,21,Green|Image|Sans-Serif,0,Green|None|Handwritten,1
Participant 138,22,Red|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 138,23,Green|None|Handwritten,1,Red|Image|Serif,0
Participant 138,24,Red|None|Handwritten,1,Red|Image|Serif,0
Participant 138,25,Red|None|Serif,0,Green|Illustration|Handwritten,1
Participant 138,26,Blue|None|Serif,1,Blue|Illustration|Handwritten,0
Participant 138,27,Red|Illustration|Serif,0,Green|None|Handwritten,1
Participant 138,28,Red|Illustration|Serif,0,Green|None|Sans-Serif,1
Participant 138,29,Green|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 138,30,Blue|Image|Serif,1,Red|Image|Handwritten,0
Participant 138,31,Red|Image|Sans-Serif,0,Red|None|Handwritten,1
Participant 138,32,Green|Illustration|Serif,1,Red|Illustration|Serif,0
Participant 138,33,Blue|None|Handwritten,1,Red|Image|Handwritten,0
Participant 138,34,Blue|None|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 137,0,Blue|Image|Handwritten,0,Green|None|Serif,1
Participant 137,1,Red|Illustration|Handwritten,0,Green|None|Sans-Serif,1
Participant 137,2,Red|Illustration|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 137,3,Red|None|Serif,1,Red|Illustration|Handwritten,0
Participant 137,4,Blue|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 137,5,Green|Image|Sans-Serif,1,Red|Image|Handwritten,0
Participant 137,6,Blue|Image|Handwritten,1,Red|Image|Serif,0
Participant 137,7,Red|None|Sans-Serif,0,Blue|Image|Serif,1
Participant 137,8,Green|Image|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 137,9,Red|Illustration|Handwritten,0,Blue|Image|Handwritten,1
Participant 137,10,Red|None|Handwritten,0,Green|Image|Handwritten,1
Participant 137,11,Blue|Image|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 137,12,Red|Illustration|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 137,13,Red|None|Handwritten,1,Red|Image|Serif,0
Participant 137,14,Red|Image|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 137,15,Green|Illustration|Serif,1,Blue|None|Sans-Serif,0
Participant 137,16,Red|Illustration|Serif,0,Green|Image|Serif,1
Participant 137,17,Red|Image|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 137,18,Blue|None|Sans-Serif,1,Red|None|Handwritten,0
Participant 137,19,Blue|None|Handwritten,1,Green|Image|Serif,0
Participant 137,20,Red|Illustration|Sans-Serif,1,Red|Illustration|Serif,0
Participant 137,21,Green|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 137,22,Blue|Illustration|Sans-Serif,1,Red|None|Handwritten,0
Participant 137,23,Blue|Illustration|Serif,1,Blue|Illustration|Handwritten,0
Participant 137,24,Green|None|Sans-Serif,1,Red|Image|Serif,0
Participant 137,25,Blue|None|Sans-Serif,1,Red|None|Serif,0
Participant 137,26,Blue|Image|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 137,27,Green|None|Serif,1,Green|Illustration|Serif,0
Participant 137,28,Red|Image|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 137,29,Red|None|Handwritten,0,Green|None|Sans-Serif,1
Participant 137,30,Red|Image|Serif,0,Red|Illustration|Serif,1
Participant 137,31,Red|Image|Serif,0,Green|Illustration|Handwritten,1
Participant 137,32,Green|Image|Serif,1,Blue|Illustration|Sans-Serif,0
Participant 137,33,Blue|None|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 137,34,Red|None|Handwritten,0,Blue|Illustration|Serif,1
Participant 136,0,Blue|Illustration|Serif,1,Red|Image|Sans-Serif,0
Participant 136,1,Green|Image|Handwritten,1,Blue|Image|Handwritten,0
Participant 136,2,Red|Illustration|Serif,0,Red|Image|Handwritten,1
Participant 136,3,Red|Illustration|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 136,4,Blue|Image|Serif,1,Red|None|Serif,0
Participant 136,5,Blue|Image|Handwritten,1,Blue|None|Handwritten,0
Participant 136,6,Green|None|Handwritten,1,Red|Illustration|Serif,0
Participant 136,7,Red|Image|Sans-Serif,0,Blue|Image|Serif,1
Participant 136,8,Red|Illustration|Sans-Serif,0,Blue|None|Serif,1
Participant 136,9,Green|None|Sans-Serif,1,Red|Illustration|Serif,0
Participant 136,10,Red|Illustration|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 136,11,Red|Illustration|Handwritten,0,Blue|Image|Handwritten,1
Participant 136,12,Green|Illustration|Sans-Serif,1,Blue|Illustration|Sans-Serif,0
Participant 136,13,Blue|Image|Serif,0,Green|Illustration|Handwritten,1
Participant 136,14,Red|Image|Handwritten,1,Red|Illustration|Handwritten,0
Participant 136,15,Red|Illustration|Serif,0,Blue|Illustration|Handwritten,1
Participant 136,16,Green|Illustration|Sans-Serif,1,Green|Illustration|Serif,0
Participant 136,17,Blue|Illustration|Handwritten,0,Green|None|Serif,1
Participant 136,18,Red|None|Serif,0,Blue|None|Handwritten,1
Participant 136,19,Red|None|Sans-Serif,0,Blue|Image|Sans-Serif,1
Participant 136,20,Red|None|Serif,0,Green|Illustration|Handwritten,1
Participant 136,21,Red|Image|Sans-Serif,1,Red|None|Serif,0
Participant 136,22,Blue|None|Handwritten,0,Blue|Illustration|Serif,1
Participant 136,23,Blue|None|Serif,0,Blue|Image|Handwritten,1
Participant 136,24,Green|Illustration|Serif,1,Green|None|Serif,0
Participant 136,25,Blue|None|Serif,0,Blue|Image|Sans-Serif,1
Participant 136,26,Red|Image|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 136,27,Red|None|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 136,28,Red|None|Handwritten,0,Blue|Image|Handwritten,1
Participant 136,29,Red|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 136,30,Blue|Image|Serif,0,Green|Illustration|Sans-Serif,1
Participant 136,31,Red|None|Serif,0,Red|Illustration|Serif,1
Participant 136,32,Blue|None|Serif,0,Green|Illustration|Serif,1
Participant 136,33,Blue|Illustration|Serif,1,Red|Illustration|Serif,0
Participant 136,34,Blue|Image|Handwritten,1,Blue|Illustration|Serif,0
Participant 135,0,Red|Illustration|Handwritten,0,Green|Image|Sans-Serif,1
Participant 135,1,Green|Illustration|Serif,0,Green|Image|Sans-Serif,1
Participant 135,2,Blue|None|Serif,0,Green|Image|Handwritten,1
Participant 135,3,Red|Image|Handwritten,1,Red|Illustration|Serif,0
Participant 135,4,Blue|Image|Sans-Serif,1,Blue|None|Handwritten,0
Participant 135,5,Blue|Image|Sans-Serif,1,Blue|Illustration|Sans-Serif,0
Participant 135,6,Blue|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 135,7,Red|Image|Handwritten,1,Red|Illustration|Handwritten,0
Participant 135,8,Blue|None|Serif,0,Red|Illustration|Serif,1
Participant 135,9,Blue|Illustration|Serif,1,Red|None|Serif,0
Participant 135,10,Blue|Illustration|Sans-Serif,0,Green|None|Serif,1
Participant 135,11,Blue|None|Serif,0,Green|None|Serif,1
Participant 135,12,Blue|Image|Handwritten,1,Red|Illustration|Handwritten,0
Participant 135,13,Blue|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 135,14,Red|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 135,15,Red|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 135,16,Blue|None|Handwritten,0,Blue|Image|Serif,1
Participant 135,17,Green|None|Serif,1,Red|Image|Serif,0
Participant 135,18,Red|None|Sans-Serif,0,Red|Image|Sans-Serif,1
Participant 135,19,Red|None|Serif,0,Blue|None|Sans-Serif,1
Participant 135,20,Red|Image|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 135,21,Red|Image|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 135,22,Red|None|Serif,0,Blue|Illustration|Handwritten,1
Participant 135,23,Green|None|Sans-Serif,1,Blue|Image|Serif,0
Participant 135,24,Red|None|Serif,0,Green|Illustration|Serif,1
Participant 135,25,Green|Image|Handwritten,1,Blue|Image|Handwritten,0
Participant 135,26,Green|Illustration|Sans-Serif,1,Blue|Image|Serif,0
Participant 135,27,Green|None|Serif,1,Blue|Illustration|Serif,0
Participant 135,28,Red|Image|Handwritten,0,Blue|None|Handwritten,1
Participant 135,29,Red|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 135,30,Green|None|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 135,31,Green|None|Serif,1,Blue|Illustration|Handwritten,0
Participant 135,32,Blue|Illustration|Handwritten,1,Blue|None|Sans-Serif,0
Participant 135,33,Green|None|Serif,1,Red|Illustration|Handwritten,0
Participant 135,34,Red|Image|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 134,0,Blue|Image|Serif,1,Green|None|Serif,0
Participant 134,1,Green|Illustration|Sans-Serif,1,Red|Image|Serif,0
Participant 134,2,Red|Image|Handwritten,0,Green|None|Sans-Serif,1
Participant 134,3,Red|Illustration|Serif,0,Red|None|Serif,1
Participant 134,4,Red|None|Handwritten,0,Green|None|Handwritten,1
Participant 134,5,Green|Illustration|Serif,1,Green|Image|Sans-Serif,0
Participant 134,6,Red|None|Handwritten,0,Blue|Illustration|Serif,1
Participant 134,7,Red|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 134,8,Green|Image|Serif,0,Green|Image|Handwritten,1
Participant 134,9,Red|None|Serif,1,Red|Image|Handwritten,0
Participant 134,10,Red|Illustration|Sans-Serif,0,Blue|Image|Serif,1
Participant 134,11,Green|Image|Sans-Serif,1,Blue|Illustration|Serif,0
Participant 134,12,Green|Illustration|Handwritten,1,Green|None|Handwritten,0
Participant 134,13,Green|Illustration|Serif,1,Red|Image|Handwritten,0
Participant 134,14,Red|Image|Serif,0,Red|Illustration|Handwritten,1
Participant 134,15,Green|Illustration|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 134,16,Red|Illustration|Serif,0,Green|Illustration|Handwritten,1
Participant 134,17,Blue|Image|Sans-Serif,1,Red|Image|Handwritten,0
Participant 134,18,Green|Illustration|Serif,0,Green|Illustration|Sans-Serif,1
Participant 134,19,Green|None|Handwritten,1,Blue|Illustration|Serif,0
Participant 134,20,Blue|Image|Handwritten,1,Red|Image|Serif,0
Participant 134,21,Green|Image|Sans-Serif,1,Blue|Illustration|Sans-Serif,0
Participant 134,22,Red|Illustration|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 134,23,Blue|Image|Handwritten,1,Red|Image|Sans-Serif,0
